PSRAID,COUNTRY,Q145,Q146,Q70,Q74
100689,Ethiopia,Male,46,Don’t know, 
100690,Ethiopia,Male,50,Don’t know, 
100691,Ethiopia,Female,18,Don’t know, 
100692,Ethiopia,Female,40,Don’t know, 
100693,Ethiopia,Female,25,Don’t know, 
100694,Ethiopia,Female,26,No, 
100695,Ethiopia,Male,47,Don’t know, 
100696,Ethiopia,Male,25,Yes,Yes
100697,Ethiopia,Male,18,Yes,Yes
100698,Ethiopia,Male,26,Yes,Yes
100699,Ethiopia,Female,42,Don’t know, 
100700,Ethiopia,Female,28,Don’t know, 
100701,Ethiopia,Male,37,No, 
100702,Ethiopia,Female,28,No, 
100703,Ethiopia,Male,58,No, 
100704,Ethiopia,Male,40,Yes,Yes
100705,Ethiopia,Female,39,No, 
100706,Ethiopia,Male,19,No, 
100707,Ethiopia,Female,40,No, 
100708,Ethiopia,Male,28,No, 
100709,Ethiopia,Male,22,No, 
100710,Ethiopia,Female,38,No, 
100711,Ethiopia,Female,37,No, 
100712,Ethiopia,Female,21,No, 
100713,Ethiopia,Female,27,No, 
100714,Ethiopia,Male,22,Yes,Yes
100715,Ethiopia,Male,20,No, 
100716,Ethiopia,Male,31,No, 
100717,Ethiopia,Male,25,Don’t know, 
100718,Ethiopia,Male,30,No, 
100719,Ethiopia,Male,24,Yes,Yes
100720,Ethiopia,Female,20,No, 
100721,Ethiopia,Female,22,Don’t know, 
100722,Ethiopia,Female,30,No, 
100723,Ethiopia,Male,60,Don’t know, 
100724,Ethiopia,Female,30,No, 
100725,Ethiopia,Male,55,Don’t know, 
100726,Ethiopia,Male,40,Don’t know, 
100727,Ethiopia,Male,24,No,Yes
100728,Ethiopia,Male,35,Don’t know, 
100729,Ethiopia,Female,18,Don’t know, 
100730,Ethiopia,Male,48,Don’t know, 
100731,Ethiopia,Male,52,Don’t know, 
100732,Ethiopia,Female,22,Don’t know, 
100733,Ethiopia,Female,24,Don’t know, 
100734,Ethiopia,Male,35,Don’t know, 
100735,Ethiopia,Female,25,Don’t know, 
100736,Ethiopia,Female,25,No, 
100737,Ethiopia,Male,32,No, 
100738,Ethiopia,Male,25,No, 
100739,Ethiopia,Male,21,No, 
100740,Ethiopia,Male,45,No, 
100741,Ethiopia,Male,48,Don’t know, 
100742,Ethiopia,Male,33,No, 
100743,Ethiopia,Male,32,No, 
100744,Ethiopia,Female,20,No, 
100745,Ethiopia,Male,45,Don’t know, 
100746,Ethiopia,Female,30,No, 
100747,Ethiopia,Female,29,No, 
100748,Ethiopia,Female,30,No, 
100749,Ethiopia,Male,36,No, 
100750,Ethiopia,Female,35,No, 
100751,Ethiopia,Male,28,No, 
100752,Ethiopia,Female,35,No, 
100753,Ethiopia,Female,32,No, 
100754,Ethiopia,Male,40,No, 
100755,Ethiopia,Female,35,No, 
100756,Ethiopia,Male,30,No, 
100757,Ethiopia,Female,45,Don’t know, 
100758,Ethiopia,Male,31,Yes,Yes
100759,Ethiopia,Female,18,No, 
100760,Ethiopia,Female,18,No, 
100761,Ethiopia,Female,25,No, 
100762,Ethiopia,Female,50,No, 
100763,Ethiopia,Female,26,No, 
100764,Ethiopia,Female,22,No, 
100765,Ethiopia,Female,38,Don’t know, 
100766,Ethiopia,Female,28,No, 
100767,Ethiopia,Male,34,No, 
100768,Ethiopia,Female,53,Don’t know, 
100769,Ethiopia,Female,25,No, 
100770,Ethiopia,Male,28,Don’t know, 
100771,Ethiopia,Male,38,Don’t know, 
100772,Ethiopia,Male,25,Don’t know, 
100773,Ethiopia,Female,38,Don’t know, 
100774,Ethiopia,Male,60,Don’t know, 
100775,Ethiopia,Male,31,No, 
100776,Ethiopia,Female,45,Don’t know, 
100777,Ethiopia,Male,34,Don’t know, 
100778,Ethiopia,Male,52,Don’t know, 
100779,Ethiopia,Male,18,No, 
100780,Ethiopia,Female,31,Don’t know, 
100781,Ethiopia,Male,40,No, 
100782,Ethiopia,Male,25,No, 
100783,Ethiopia,Female,20,No, 
100784,Ethiopia,Male,39,Don’t know, 
100785,Ethiopia,Male,25,No, 
100786,Ethiopia,Male,27,No, 
100787,Ethiopia,Female,23,No, 
100788,Ethiopia,Male,30,Yes,No
100789,Ethiopia,Male,35,Don’t know, 
100790,Ethiopia,Female,62,Don’t know, 
100791,Ethiopia,Female,30,Don’t know, 
100792,Ethiopia,Male,26,No, 
100793,Ethiopia,Female,18,No, 
100794,Ethiopia,Male,23,Yes,Yes
100795,Ethiopia,Male,26,No, 
100796,Ethiopia,Female,19,No, 
100797,Ethiopia,Male,50,Don’t know, 
100798,Ethiopia,Female,30,Don’t know, 
100799,Ethiopia,Male,18,Don’t know, 
100800,Ethiopia,Male,18,Don’t know, 
100801,Ethiopia,Female,35,Don’t know, 
100802,Ethiopia,Female,35,Don’t know, 
100803,Ethiopia,Male,42,No, 
100804,Ethiopia,Male,25,Don’t know, 
100805,Ethiopia,Female,30,No, 
100806,Ethiopia,Male,30,No, 
100807,Ethiopia,Male,19,No, 
100808,Ethiopia,Male,35,Yes,Yes
100809,Ethiopia,Female,19,Don’t know, 
100810,Ethiopia,Female,35,No, 
100811,Ethiopia,Male,35,Yes,No
100812,Ethiopia,Female,20,Don’t know, 
100813,Ethiopia,Male,30,Yes,Yes
100814,Ethiopia,Female,24,Don’t know, 
100815,Ethiopia,Male,23,Don’t know, 
100816,Ethiopia,Female,22,No, 
100817,Ethiopia,Female,25,No, 
100818,Ethiopia,Male,26,No, 
100819,Ethiopia,Female,30,No, 
100820,Ethiopia,Female,27,No, 
100821,Ethiopia,Male,30,No, 
100822,Ethiopia,Female,58,No, 
100823,Ethiopia,Female,30,No, 
100824,Ethiopia,Male,47,Don’t know, 
100825,Ethiopia,Male,29,No, 
100826,Ethiopia,Female,31,Don’t know, 
100827,Ethiopia,Male,32,Don’t know, 
100828,Ethiopia,Female,23,No, 
100829,Ethiopia,Female,35,No, 
100830,Ethiopia,Male,36,No, 
100831,Ethiopia,Male,48,No, 
100832,Ethiopia,Female,45,No, 
100833,Ethiopia,Male,25,No, 
100834,Ethiopia,Male,32,No, 
100835,Ethiopia,Female,25,Yes,Yes
100836,Ethiopia,Female,40,No, 
100837,Ethiopia,Male,18,Yes,No
100838,Ethiopia,Male,35,No, 
100839,Ethiopia,Female,28,No, 
100840,Ethiopia,Male,28,No, 
100841,Ethiopia,Female,37,No, 
100842,Ethiopia,Male,27,No, 
100843,Ethiopia,Female,22,No, 
100844,Ethiopia,Male,29,No, 
100845,Ethiopia,Female,53,No, 
100846,Ethiopia,Male,46,No, 
100847,Ethiopia,Female,48,No, 
100848,Ethiopia,Female,30,No, 
100849,Ethiopia,Female,55,No, 
100850,Ethiopia,Male,63,No, 
100851,Ethiopia,Male,54,No, 
100852,Ethiopia,Male,28,No, 
100853,Ethiopia,Female,28,Yes,Yes
100854,Ethiopia,Male,23,No, 
100855,Ethiopia,Male,30,Don’t know, 
100856,Ethiopia,Female,35,Don’t know, 
100857,Ethiopia,Female,34,No, 
100858,Ethiopia,Female,29,No, 
100859,Ethiopia,Male,35,No, 
100860,Ethiopia,Male,48,No, 
100861,Ethiopia,Female,40,No, 
100862,Ethiopia,Female,35,No, 
100863,Ethiopia,Female,25,No, 
100864,Ethiopia,Male,28,No, 
100865,Ethiopia,Male,24,No, 
100866,Ethiopia,Female,28,No, 
100867,Ethiopia,Male,23,Yes,Yes
100868,Ethiopia,Male,50,No, 
100869,Ethiopia,Male,28,Yes,Yes
100870,Ethiopia,Male,57,No, 
100871,Ethiopia,Male,55,No, 
100872,Ethiopia,Male,51,No, 
100873,Ethiopia,Female,38,No, 
100874,Ethiopia,Male,50,Yes,Yes
100875,Ethiopia,Female,22,No, 
100876,Ethiopia,Male,24,Yes,Yes
100877,Ethiopia,Male,27,Yes,Yes
100878,Ethiopia,Male,22,Yes,Yes
100879,Ethiopia,Male,25,No, 
100880,Ethiopia,Male,25,No, 
100881,Ethiopia,Male,25,No, 
100882,Ethiopia,Male,18,No, 
100883,Ethiopia,Male,40,Don’t know, 
100884,Ethiopia,Male,18,No, 
100885,Ethiopia,Female,38,Don’t know, 
100886,Ethiopia,Female,43,No, 
100887,Ethiopia,Male,47,No, 
100888,Ethiopia,Male,44,Don’t know, 
100889,Ethiopia,Male,21,No, 
100890,Ethiopia,Male,24,No, 
100891,Ethiopia,Male,52,No, 
100892,Ethiopia,Female,55,No, 
100893,Ethiopia,Male,41,No, 
100894,Ethiopia,Female,40,No, 
100895,Ethiopia,Female,19,No, 
100896,Ethiopia,Female,19,No, 
100897,Ethiopia,Male,27,Yes,Yes
100898,Ethiopia,Female,18,No, 
100899,Ethiopia,Female,18,Don’t know, 
100900,Ethiopia,Male,24,No, 
100901,Ethiopia,Male,21,No, 
100902,Ethiopia,Male,46,Don’t know, 
100903,Ethiopia,Female,20,No, 
100904,Ethiopia,Female,35,Don’t know, 
100905,Ethiopia,Female,59,No, 
100906,Ethiopia,Male,37,No,No
100907,Ethiopia,Female,22,Don’t know, 
100908,Ethiopia,Female,22,Don’t know, 
100909,Ethiopia,Male,25,No, 
100910,Ethiopia,Male,24,No, 
100911,Ethiopia,Female,28,No, 
100912,Ethiopia,Male,40,No, 
100913,Ethiopia,Female,26,No, 
100914,Ethiopia,Female,25,No, 
100915,Ethiopia,Male,32,No, 
100916,Ethiopia,Male,35,No, 
100917,Ethiopia,Female,20,No, 
100918,Ethiopia,Male,30,No, 
100919,Ethiopia,Female,20,No, 
100920,Ethiopia,Female,40,No, 
100921,Ethiopia,Female,25,No, 
100922,Ethiopia,Female,22,No, 
100923,Ethiopia,Female,32,No, 
100924,Ethiopia,Male,25,No, 
100925,Ethiopia,Female,40,No, 
100926,Ethiopia,Male,48,No, 
100927,Ethiopia,Male,21,No, 
100928,Ethiopia,Female,25,No, 
100929,Ethiopia,Female,19,No, 
100930,Ethiopia,Male,61,No, 
100931,Ethiopia,Female,24,No, 
100932,Ethiopia,Female,35,No, 
100933,Ethiopia,Female,40,No, 
100934,Ethiopia,Male,26,No, 
100935,Ethiopia,Male,32,No, 
100936,Ethiopia,Female,26,No, 
100937,Ethiopia,Male,23,Yes,Yes
100938,Ethiopia,Female,35,No, 
100939,Ethiopia,Male,22,No, 
100940,Ethiopia,Female,18,No, 
100941,Ethiopia,Male,35,Yes,Yes
100942,Ethiopia,Female,24,No, 
100943,Ethiopia,Male,64,No, 
100944,Ethiopia,Male,51,Yes,Yes
100945,Ethiopia,Male,33,No, 
100946,Ethiopia,Female,25,No, 
100947,Ethiopia,Female,35,No, 
100948,Ethiopia,Female,18,No, 
100949,Ethiopia,Male,26,No, 
100950,Ethiopia,Male,18,Yes,Yes
100951,Ethiopia,Male,40,No,Don’t know
100952,Ethiopia,Male,24,No, 
100953,Ethiopia,Female,35,No, 
100954,Ethiopia,Female,27,No,No
100955,Ethiopia,Male,23,Yes,Yes
100956,Ethiopia,Female,40,No, 
100957,Ethiopia,Female,25,No, 
100958,Ethiopia,Female,26,No, 
100959,Ethiopia,Male,27,No, 
100960,Ethiopia,Male,38,No, 
100961,Ethiopia,Male,50,No, 
100962,Ethiopia,Female,27,No, 
100963,Ethiopia,Female,34,No, 
100964,Ethiopia,Male,33,Yes,No
100965,Ethiopia,Male,25,No, 
100966,Ethiopia,Female,43,No, 
100967,Ethiopia,Female,20,No, 
100968,Ethiopia,Male,29,Yes,Yes
100969,Ethiopia,Male,25,Yes,Yes
100970,Ethiopia,Male,30,No, 
100971,Ethiopia,Female,34,No,No
100972,Ethiopia,Female,30,No, 
100973,Ethiopia,Male,30,Yes,Yes
100974,Ethiopia,Female,26,No, 
100975,Ethiopia,Female,33,No, 
100976,Ethiopia,Female,26,No, 
100977,Ethiopia,Male,55,No, 
100978,Ethiopia,Male,24,No, 
100979,Ethiopia,Male,20,Yes,Yes
100980,Ethiopia,Female,20,No, 
100981,Ethiopia,Female,39,No, 
100982,Ethiopia,Female,57,No,No
100983,Ethiopia,Male,40,No, 
100984,Ethiopia,Female,45,No, 
100985,Ethiopia,Female,23,No,No
100986,Ethiopia,Female,25,No, 
100987,Ethiopia,Female,27,No, 
100988,Ethiopia,Male,27,Yes,Yes
100989,Ethiopia,Female,48,No, 
100990,Ethiopia,Male,27,Yes,Yes
100991,Ethiopia,Male,33,No, 
100992,Ethiopia,Female,52,No, 
100993,Ethiopia,Female,50,No, 
100994,Ethiopia,Female,37,Yes,Yes
100995,Ethiopia,Male,30,No, 
100996,Ethiopia,Female,20,Yes,Yes
100997,Ethiopia,Female,26,No,No
100998,Ethiopia,Female,56,Don’t know, 
100999,Ethiopia,Male,40,No, 
101000,South Korea,Male,42,Yes,No
101001,South Korea,Male,23,Yes,Yes
101002,South Korea,Male,66,No, 
101003,South Korea,Male,49,Yes,Yes
101004,South Korea,Male,33,Yes,No
101005,South Korea,Female,55,Yes,No
101006,South Korea,Male,20,Yes,No
101007,South Korea,Male,44,Yes,Yes
101008,South Korea,Male,53,Yes,Yes
101009,South Korea,Male,64,Yes,Yes
101010,South Korea,Female,59,No,No
101011,South Korea,Male,23,Yes,Yes
101012,South Korea,Female,57,Yes,No
101013,South Korea,Female,73,Yes,No
101014,South Korea,Male,67,No,No
101015,South Korea,Male,21,Yes,Yes
101016,South Korea,Male,54,Yes,Yes
101017,South Korea,Male,36,Yes,Yes
101018,South Korea,Female,59,Yes,Yes
101019,South Korea,Male,19,Yes,Yes
101020,South Korea,Male,59,Yes,No
101021,South Korea,Female,58,No, 
101022,South Korea,Male,30,Yes,Yes
101023,South Korea,Female,31,Yes,No
101024,South Korea,Female,42,Yes,Yes
101025,South Korea,Female,60,Yes,Yes
101026,South Korea,Male,33,Yes,Yes
101027,South Korea,Male,27,Yes,No
101028,South Korea,Male,21,Yes,Yes
101029,South Korea,Male,80,Yes,No
101030,South Korea,Male,64,No, 
101031,South Korea,Female,52,Yes,Yes
101032,South Korea,Male,77,No, 
101033,South Korea,Male,71,Yes,No
101034,South Korea,Female,22,Yes,Yes
101035,South Korea,Male,59,Yes,No
101036,South Korea,Female,52,Yes,No
101037,South Korea,Male,70,Yes,No
101038,South Korea,Male,27,Yes,No
101039,South Korea,Female,49,Yes,Yes
101040,South Korea,Male,53,Yes,Yes
101041,South Korea,Female,62,Yes,No
101042,South Korea,Male,47,Yes,Yes
101043,South Korea,Male,41,Yes,Yes
101044,South Korea,Male,42,Yes,Yes
101045,South Korea,Female,60,Yes,Yes
101046,South Korea,Female,60,Yes,Yes
101047,South Korea,Male,45,Yes,No
101048,South Korea,Female,55,Yes,No
101049,South Korea,Male,27,Yes,Yes
101050,South Korea,Male,29,Yes,Yes
101051,South Korea,Male,20,Yes,Yes
101052,South Korea,Male,59,Yes,No
101053,South Korea,Male,44,Yes,No
101054,South Korea,Male,48,Yes,Yes
101055,South Korea,Female,25,Yes,Yes
101056,South Korea,Male,70,No,No
101057,South Korea,Female,48,Yes,Yes
101058,South Korea,Male,50,No,No
101059,South Korea,Male,34,Yes,Yes
101060,South Korea,Male,75,Yes,No
101061,South Korea,Male,73,No,Yes
101062,South Korea,Male,78,No,No
101063,South Korea,Male,64,Yes,No
101064,South Korea,Male,40,Yes,No
101065,South Korea,Male,87,No, 
101066,South Korea,Female,43,Yes,Yes
101067,South Korea,Male,68,No,No
101068,South Korea,Male,37,Yes,Yes
101069,South Korea,Male,77,Yes,Don’t know
101070,South Korea,Male,71,Yes,No
101071,South Korea,Male,70,No, 
101072,South Korea,Male,43,Yes,Yes
101073,South Korea,Male,40,Yes,No
101074,South Korea,Male,64,No, 
101075,South Korea,Male,30,Yes,No
101076,South Korea,Male,60,Yes,Yes
101077,South Korea,Female,18,Yes,Yes
101078,South Korea,Female,62,Yes,Yes
101079,South Korea,Female,18,Yes,Yes
101080,South Korea,Male,52,Yes,No
101081,South Korea,Male,79,Yes,No
101082,South Korea,Male,53,Yes,No
101083,South Korea,Male,52,Yes,No
101084,South Korea,Female,47,No,No
101085,South Korea,Male,49,Yes,Yes
101086,South Korea,Male,42,Yes,No
101087,South Korea,Female,31,Yes,Yes
101088,South Korea,Male,46,Yes,No
101089,South Korea,Male,66,Yes,Yes
101090,South Korea,Male,61,Yes,Yes
101091,South Korea,Male,64,No,No
101092,South Korea,Male,69,Yes,No
101093,South Korea,Female,45,No, 
101094,South Korea,Male,57,No, 
101095,South Korea,Male,33,Yes,Yes
101096,South Korea,Female,20,Yes,Yes
101097,South Korea,Female,58,No,Yes
101098,South Korea,Male,73,Yes,No
101099,South Korea,Female,56,Yes,Yes
101100,South Korea,Female,54,Yes,No
101101,South Korea,Male,18,Yes,No
101102,South Korea,Male,60,Yes,No
101103,South Korea,Male,52,Yes,Yes
101104,South Korea,Female,53,Yes,Yes
101105,South Korea,Female,28,Yes,Yes
101106,South Korea,Female,54,Yes,Yes
101107,South Korea,Male,72,No, 
101108,South Korea,Male,54,No,No
101109,South Korea,Male,22,Yes,No
101110,South Korea,Female,19,Yes,Yes
101111,South Korea,Male,61,Yes,No
101112,South Korea,Male,40,Yes,Yes
101113,South Korea,Female,75,Yes,No
101114,South Korea,Male,38,Yes,No
101115,South Korea,Male,42,Yes,No
101116,South Korea,Male,33,Yes,Yes
101117,South Korea,Male,75,Yes,No
101118,South Korea,Male,64,Yes,Yes
101119,South Korea,Male,26,Yes,Yes
101120,South Korea,Female,65,No,No
101121,South Korea,Female,33,Yes,Yes
101122,South Korea,Female,43,Yes,Yes
101123,South Korea,Male,74,No,No
101124,South Korea,Male,62,Yes,Yes
101125,South Korea,Male,49,Yes,Yes
101126,South Korea,Female,27,Yes,Yes
101127,South Korea,Male,34,Yes,Yes
101128,South Korea,Female,40,Yes,No
101129,South Korea,Female,36,Yes,Yes
101130,South Korea,Male,56,Yes,Yes
101131,South Korea,Male,60,Yes,No
101132,South Korea,Female,50,Yes,No
101133,South Korea,Male,66,No,No
101134,South Korea,Male,48,No, 
101135,South Korea,Male,25,Yes,Yes
101136,South Korea,Female,47,Yes,No
101137,South Korea,Female,30,Yes,Yes
101138,South Korea,Male,45,Yes,Yes
101139,South Korea,Male,66,Yes,No
101140,South Korea,Female,41,Yes,Yes
101141,South Korea,Female,28,Yes,No
101142,South Korea,Male,55,Yes,Yes
101143,South Korea,Male,86,Yes,No
101144,South Korea,Male,26,Yes,Yes
101145,South Korea,Male,34,Yes,Yes
101146,South Korea,Male,30,Yes,Yes
101147,South Korea,Male,72,Yes,Yes
101148,South Korea,Female,25,Yes,Yes
101149,South Korea,Male,52,Yes,Yes
101150,South Korea,Female,32,Yes,No
101151,South Korea,Male,50,Yes,No
101152,South Korea,Male,35,Yes,No
101153,South Korea,Female,43,Yes,No
101154,South Korea,Female,68,Yes,No
101155,South Korea,Male,49,Yes,No
101156,South Korea,Male,80,No, 
101157,South Korea,Male,36,Yes,No
101158,South Korea,Male,68,Yes,No
101159,South Korea,Male,25,Yes,No
101160,South Korea,Male,68,No,No
101161,South Korea,Male,18,Yes,Yes
101162,South Korea,Female,55,Yes,No
101163,South Korea,Female,52,Yes,Yes
101164,South Korea,Male,50,Yes,No
101165,South Korea,Female,24,Yes,No
101166,South Korea,Male,47,Yes,No
101167,South Korea,Female,32,Yes,Yes
101168,South Korea,Male,40,Yes,Yes
101169,South Korea,Female,50,Yes,Yes
101170,South Korea,Female,22,Yes,Yes
101171,South Korea,Male,62,Yes,No
101172,South Korea,Male,41,Yes,Yes
101173,South Korea,Male,72,No,No
101174,South Korea,Female,45,Yes,Yes
101175,South Korea,Male,77,Yes,Yes
101176,South Korea,Female,53,Yes,No
101177,South Korea,Female,54,Yes,Yes
101178,South Korea,Female,23,Yes,Yes
101179,South Korea,Male,31,Yes,Yes
101180,South Korea,Female,22,Yes,Yes
101181,South Korea,Female,23,Yes,No
101182,South Korea,Male,34,Yes,Yes
101183,South Korea,Male,61,No,No
101184,South Korea,Female,35,Yes,Yes
101185,South Korea,Female,74,No, 
101186,South Korea,Female,28,Yes,Yes
101187,South Korea,Male,71,No,No
101188,South Korea,Male,30,Yes,Yes
101189,South Korea,Female,60,Yes,No
101190,South Korea,Female,42,Yes,Yes
101191,South Korea,Female,25,Yes,Yes
101192,South Korea,Female,24,Yes,Yes
101193,South Korea,Male,50,Yes,Yes
101194,South Korea,Male,25,Yes,No
101195,South Korea,Male,55,Yes,Yes
101196,South Korea,Male,39,Yes,Yes
101197,South Korea,Male,61,Yes,No
101198,South Korea,Female,31,Yes,Yes
101199,South Korea,Male,73,No,No
101200,South Korea,Male,49,Yes,Yes
101201,South Korea,Male,20,Yes,No
101202,South Korea,Male,46,Yes,Yes
101203,South Korea,Female,27,Yes,Yes
101204,South Korea,Female,49,Yes,Yes
101205,South Korea,Female,52,Yes,No
101206,South Korea,Male,65,No,No
101207,South Korea,Male,63,Yes,Yes
101208,South Korea,Male,44,Yes,Yes
101209,South Korea,Male,33,Yes,No
101210,South Korea,Male,48,Yes,Yes
101211,South Korea,Female,63,Yes,No
101212,South Korea,Male,54,Yes,No
101213,South Korea,Female,44,Yes,Yes
101214,South Korea,Female,41,Yes,No
101215,South Korea,Female,72,No, 
101216,South Korea,Female,42,Yes,Yes
101217,South Korea,Male,37,Yes,No
101218,South Korea,Female,69,No,No
101219,South Korea,Female,37,Yes,Yes
101220,South Korea,Male,26,Yes,Yes
101221,South Korea,Male,64,Yes,No
101222,South Korea,Male,64,Yes,No
101223,South Korea,Male,44,Yes,Yes
101224,South Korea,Male,25,Yes,Yes
101225,South Korea,Female,23,Yes,Yes
101226,South Korea,Male,58,Yes,No
101227,South Korea,Female,45,Yes,No
101228,South Korea,Female,21,Yes,Yes
101229,South Korea,Female,25,Yes,Yes
101230,South Korea,Female,59,Yes,Yes
101231,South Korea,Female,43,Yes,No
101232,South Korea,Male,35,Yes,Yes
101233,South Korea,Male,29,Yes,No
101234,South Korea,Male,39,Yes,Yes
101235,South Korea,Female,46,Yes,Yes
101236,South Korea,Male,50,Yes,Yes
101237,South Korea,Male,28,Yes,No
101238,South Korea,Male,42,Yes,Yes
101239,South Korea,Male,47,No,No
101240,South Korea,Male,60,No, 
101241,South Korea,Male,35,Yes,Yes
101242,South Korea,Female,19,Yes,Yes
101243,South Korea,Male,38,Yes,Yes
101244,South Korea,Male,76,No, 
101245,South Korea,Female,35,Yes,Yes
101246,South Korea,Female,21,Yes,Yes
101247,South Korea,Male,57,Yes,No
101248,South Korea,Male,70,No,No
101249,South Korea,Male,65,Yes,No
101250,South Korea,Male,48,Yes,No
101251,South Korea,Male,37,Yes,Yes
101252,South Korea,Female,46,Yes,No
101253,South Korea,Female,41,Yes,Yes
101254,South Korea,Male,24,Yes,Yes
101255,South Korea,Male,33,Yes,No
101256,South Korea,Male,68,Yes,No
101257,South Korea,Male,29,Yes,Yes
101258,South Korea,Female,45,Yes,No
101259,South Korea,Male,58,Yes,Yes
101260,South Korea,Male,30,Yes,No
101261,South Korea,Male,61,Yes,No
101262,South Korea,Male,22,Yes,Yes
101263,South Korea,Male,24,Yes,Yes
101264,South Korea,Male,65,Yes,No
101265,South Korea,Female,49,Yes,Yes
101266,South Korea,Female,25,Yes,Yes
101267,South Korea,Male,51,Yes,Yes
101268,South Korea,Male,23,Yes,Yes
101269,South Korea,Male,75,No,No
101270,South Korea,Female,75,No, 
101271,South Korea,Male,77,Yes,No
101272,South Korea,Female,25,Yes,Yes
101273,South Korea,Female,19,Yes,Yes
101274,South Korea,Male,46,Yes,No
101275,South Korea,Female,22,Yes,No
101276,South Korea,Female,21,Yes,Yes
101277,South Korea,Male,61,No,No
101278,South Korea,Male,54,Yes,No
101279,South Korea,Male,36,Yes,No
101280,South Korea,Female,22,Yes,Yes
101281,South Korea,Male,22,Yes,Yes
101282,South Korea,Female,46,Yes,No
101283,South Korea,Male,42,Yes,Yes
101284,South Korea,Female,23,Yes,Yes
101285,South Korea,Female,50,Yes,No
101286,South Korea,Male,46,Yes,Yes
101287,South Korea,Male,32,Yes,Yes
101288,South Korea,Male,19,Yes,Yes
101289,South Korea,Male,62,Yes,No
101290,South Korea,Female,72,No, 
101291,South Korea,Female,19,Yes,Yes
101292,South Korea,Male,70,Yes,Yes
101293,South Korea,Male,47,Yes,No
101294,South Korea,Male,58,Yes,No
101295,South Korea,Male,53,Yes,Yes
101296,South Korea,Male,47,Yes,Yes
101297,South Korea,Female,65,Yes,Yes
101298,South Korea,Male,30,Yes,Yes
101299,South Korea,Male,47,Yes,No
101300,South Korea,Male,53,Yes,Yes
101301,South Korea,Female,41,Yes,No
101302,South Korea,Male,55,Yes,Yes
101303,South Korea,Male,59,Yes,Yes
101304,South Korea,Female,46,Yes,No
101305,South Korea,Female,28,Yes,No
101306,South Korea,Female,25,Yes,Yes
101307,South Korea,Male,34,Yes,Yes
101308,South Korea,Male,23,Yes,No
101309,South Korea,Male,35,Yes,Yes
101310,South Korea,Female,29,Yes,Yes
101311,South Korea,Male,54,Yes,Yes
101312,South Korea,Female,62,No, 
101313,South Korea,Female,50,Yes,Yes
101314,South Korea,Female,26,Yes,Yes
101315,South Korea,Male,58,Yes,Yes
101316,South Korea,Male,42,Yes,No
101317,South Korea,Male,54,Yes,Yes
101318,South Korea,Male,50,Yes,Yes
101319,South Korea,Male,36,Yes,No
101320,South Korea,Male,43,Yes,Yes
101321,South Korea,Female,34,Yes,Yes
101322,South Korea,Male,18,Yes,Yes
101323,South Korea,Male,72,Yes,No
101324,South Korea,Female,38,Yes,Yes
101325,South Korea,Female,23,Yes,Yes
101326,South Korea,Female,24,Yes,Yes
101327,South Korea,Male,20,Yes,No
101328,South Korea,Male,22,Yes,Yes
101329,South Korea,Male,38,Yes,Yes
101330,South Korea,Female,37,Yes,Yes
101331,South Korea,Male,50,Yes,No
101332,South Korea,Male,60,Yes,No
101333,South Korea,Male,49,Yes,No
101334,South Korea,Female,52,Yes,Yes
101335,South Korea,Male,67,Yes,No
101336,South Korea,Male,34,Yes,Yes
101337,South Korea,Female,20,Yes,Yes
101338,South Korea,Female,30,Yes,Yes
101339,South Korea,Female,60,Yes,Yes
101340,South Korea,Male,52,Yes,No
101341,South Korea,Female,28,Yes,Yes
101342,South Korea,Male,62,Yes,No
101343,South Korea,Female,61,Yes,No
101344,South Korea,Female,48,Yes,Yes
101345,South Korea,Male,18,Yes,No
101346,South Korea,Male,61,No,No
101347,South Korea,Male,57,Yes,Yes
101348,South Korea,Male,35,Yes,Yes
101349,South Korea,Male,53,Yes,No
101350,South Korea,Female,39,Yes,Yes
101351,South Korea,Female,34,Yes,Yes
101352,South Korea,Female,28,Yes,No
